index,sentence,subsentence_detail,score_detail,fiscal_stance,fiscal_analysis,economic_condition,monetary_policy,other_policies,risk,no_topic,fiscal_stance_dum
20130905_1_12,"For economies not under market pressure, achieving structural fiscal targets and allowing automatic stabilizers to play freely is key","└── key 0 -1 fiscal_stance
    └── allow 0 0 fiscal_stance//
","{'polarity': [], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130905_1_17,allow exchange rate adjustment,,"{'polarity': [('adjustment', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130905_1_11,"This should be anchored by credible plans for debt reduction—notably, for the United States and Japan","└── anchor 0.0 -2.0 fiscal_stance
    └── japan 0 0.0 fiscal_analysis//
","{'polarity': [('reduction', -1)], 'degree': [('notably', 2.0)]}",-4.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130905_1_13,"In the euro area, bank balance sheet repair remain essential to restore confidence and revive credit growth, and policymakers should make further progress on banking union through a Single Supervisory Mechanism and a Single Resolution Mechanism, and advance structural reforms","└── remain 0.0 0.0 other_policies
    ├── revive 0 0.0 economic_condition,other_policies//
    └── make 0.0 0.0 other_policies//
        ├── mechanism 0 0.0 other_policies//
        └── advance 0 0.0 other_policies//
","{'polarity': [('confidence', 1), ('progress', 1), ('reform', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130905_1_5,"Widespread financial, fiscal, and structural impediments need to be addressed to bolster growth and financial stability","└── need 0.0 2.0 fiscal_stance
    └── stability 0 0.0 other_policies//
","{'polarity': [('bolster', 1)], 'degree': [('widespread', 2.0)]}",4.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130905_1_15,"In emerging economies, cyclical positions and vulnerabilities vary across countries, with some facing more intense market pressures, and policy responses will need to be country specific","└── vary 0.0 0.0 fiscal_analysis,other_policies
    ├── face 0 0.0 //
    └── need 0 0 fiscal_stance,other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130905_1_21,"Where still high inflationary pressures persist, including from supply bottlenecks (for example, Brazil, India, and Indonesia), the scope for easing the monetary stance may be very limited or it may need to be tightened","└── persist -1.0 0.0 other_policies
    ├── bottleneck 0.0 0.0 other_policies//
    │   ├── india 0 0.0 //
    │   └── indonesia 0 0.0 //
    ├── limited 0 0.0 monetary_policy//
    └── need 0 -1 fiscal_stance//
","{'polarity': [('ease', -1), ('tighten', -1)], 'degree': []}",0.0,0.0,0.0,0.0,-1.0,0.0,0,0.0
20130905_1_2,The problems facing the global economy are complex and joint action can help,"└── problem 0.0 0.0 other_policies
    └── help 0 0.0 //
","{'polarity': [('problem', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130905_1_19,"In particular: Monetary policy responses, more generally, to external pressures will depend on country conditions and frameworks","└── particular 0.0 0.0 monetary_policy
    └── depend 0.0 0.0 other_policies
        └── framework 0 0.0 //
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_23,"In emerging economies, the central banks of Brazil and India have raised policy rates given the pace of output recoveries, but others, such as Russia, have maintained rates or even reduced them.","└── raise 0.0 0.0 monetary_policy
    ├── india 0 0.0 //
    └── maintain 0.0 0.0 fiscal_analysis//
        └── reduce 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('raise', 1), ('reduce', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_15,"Additionally, to sustain recovery in these countries some of the consolidation planned for 2011 might also have to be temporarily postponed","└── have 0 0.0 fiscal_analysis
","{'polarity': [('consolidation', -1)], 'degree': [('temporarily', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_8,"This is needed not only to halt and ultimately reverse the large rise in public debt ratios, but also to help create room for policy maneuver to support private demand","└── need 0.0 0 fiscal_stance
    └── halt 0.0 0.0 
        ├── reverse 0 0.0 fiscal_analysis//
        └── help 0.0 0.0 other_policies//
            └── support 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('reverse', -1), ('rise', 1), ('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_19,"There is increasing divergence in the monetary policy stances between advanced and emerging economies, reflecting macroeconomic developments, while financial sector support has been extended in some European countries","└── increase 0.0 0.0 monetary_policy
    ├── economy 0 0.0 fiscal_analysis,other_policies//
    └── extend 0 0.0 other_policies//
","{'polarity': [('increase', 1), ('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_1,"Short- and medium-term prospects point to a slow, sluggish recovery that is subject to mainly downside risks","└── point 0.0 0.0 fiscal_analysis
    └── subject 0 0.0 fiscal_analysis
","{'polarity': [('slow', -1), ('sluggish', -1), ('downside', -1)], 'degree': [('medium-term', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_12,"Fiscal consolidation remains essential for strong, sustained growth over the medium run",,"{'polarity': [('consolidation', -1), ('strong', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_13,"If downside risks to global growth materialize, threatening to slow growth appreciably more than expected, monetary policy should be the first line of defense, although this line has become thin","└── line 0.0 0.0 monetary_policy
    ├── materialize 0.0 0.0 risk,other_policies//
    │   └── expect 0 0.0 economic_condition//
    └── become 0 0.0 fiscal_analysis//
","{'polarity': [('downside', -1), ('slow', -1)], 'degree': [('appreciably', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_16,"The timing, pace, and sequence of exiting from supportive policies will vary by country, depending on how robust the recovery of private demand as well as financial conditions","└── vary 0.0 0.0 other_policies
    └── condition 0 0.0 other_policies//
","{'polarity': [('exit', -1), ('supportive', 1)], 'degree': [('robust', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_3,"In many advanced economies, the financial sector remains the Achilles heel of recovery prospects for private demand","└── remain 0 0.0 fiscal_analysis,other_policies
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_5,Accelerated financial sector restructuring and reform should thus be top priorities,"└── priority 0 -2.0 fiscal_stance,other_policies
","{'polarity': [('accelerate', 1), ('reform', -1)], 'degree': [('priority', 2.0)]}",-4.0,0.0,0.0,0.0,-4.0,0.0,0,1.0
20100904_1_6,Government budgetary policies are in the process of moving from short-term stimulus to medium-term consolidation,"└── process 0 0.5 fiscal_stance
","{'polarity': [('stimulus', 1), ('consolidation', -1)], 'degree': [('medium-term', 0.5)]}",1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_20,Monetary policy has remained highly accommodative in many economies,"└── remain 0 0.0 monetary_policy
","{'polarity': [('accommodative', 1)], 'degree': [('highly', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_14,"Accordingly, in countries with fiscal room, automatic stabilizers should be allowed to play freely, and where stabilizers are small, temporary support, such as extended unemployment benefits or wage subsidies, could be continued","└── allow 0.0 0 fiscal_stance
    └── continue 0.0 0.0 //
        ├── small 0 0 fiscal_stance//
        └── subsidy 0 0.0 //
","{'polarity': [('support', 1), ('subsidy', 1)], 'degree': [('small', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_18,"Reflecting market concerns, vulnerable economies have front-loaded fiscal adjustment","└── have 0.0 0.0 fiscal_analysis
    └── reflect 0 0.0 //
","{'polarity': [('concern', -1), ('adjustment', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_17,"In most G-20 advanced economies, public debt sustainability requires exits from crisis-induced policies as well as broader adjustments to improve net debt levels","└── adjustment 0 0.0 fiscal_analysis//
","{'polarity': [('sustainability', -1), ('exit', -1), ('adjustment', -1), ('improve', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_7,"However, fiscal policies need to urgently deliver measures that lower deficits over the medium-term","└── need 0.25 0 fiscal_stance
    └── deficit 0 0.5 fiscal_stance,other_policies
","{'polarity': [('deficit', 1)], 'degree': [('medium-term', 0.5)]}",0.25,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_9,"Additionally, fiscal adjustment needs to be supported with structural reform","└── need 0 1 fiscal_stance,other_policies
","{'polarity': [('adjustment', -1), ('support', 1), ('reform', -1)], 'degree': []}",2.0,0.0,0.0,0.0,2.0,0.0,0,1.0
20100904_1_2,Policies need to accelerate the rebalancing of demand from public to private sources in advanced economies and from external deficit to surplus economies,"└── need 0.0 0.0 other_policies
    └── public 0 0.0 //
","{'polarity': [('accelerate', 1), ('deficit', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_4,"Insufficient progress with repair and reform is weighing on credit, and slowing the normalization of monetary and fiscal policies, with adverse spillovers on emerging economies","└── weigh 0.0 0.0 other_policies
    ├── reform 0 0.0 other_policies//
    └── slow 0 0.0 monetary_policy//
","{'polarity': [('weigh', -1), ('progress', 1), ('slow', -1), ('reform', -1), ('adverse', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_21,"Policy rates in major advanced economies are exceptionally low, and markets expect them to remain low for an extended period","└── low 0.0 0.0 monetary_policy,other_policies
    └── expect 0 0.0 //
","{'polarity': [], 'degree': [('exceptionally', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_11,Fiscal adjustment needs to begin in 2011,"└── need 0 -1 fiscal_stance
","{'polarity': [('adjustment', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100904_1_10,"Policies that eliminate distortions to domestic demand in key emerging economies would strengthen prospects for external demand rebalancing, supporting a more robust recovery in both emerging and advanced economies","└── strengthen 0.0 0.0 other_policies
    └── support 0.0 0.0 other_policies//
        └── emerge 0.0 0.0 fiscal_analysis,other_policies//
            └── economy 0 0.0 fiscal_analysis//
","{'polarity': [('strengthen', 1), ('eliminate', 1), ('support', 1), ('advance', 1)], 'degree': [('robust', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100904_1_22,"A tightening cycle has begun in other advanced economies (for example, Australia, Canada, Korea), but these central banks have signaled caution in further tightening given increased downside risks to the global economy","└── begin 0.0 0.0 fiscal_analysis
    └── signal 0.0 0.0 fiscal_analysis//
        └── increase 0 0.0 //
","{'polarity': [('tightening', -1), ('caution', -1), ('tightening', -1), ('increase', 1), ('downside', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_9,"Capital controls can be used in some cases, but they should not substitute for necessary macroeconomic and prudential policies","└── substitute 0.0 0.0 other_policies//
    └── policy 0 0.0 monetary_policy,other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110415_1_1,"Tighten monetary policy and, notably in key surplus economies, allow for greater exchange rate flexibility","└── tighten 0.0 0.0 monetary_policy
    └── economy 0 0.0 other_policies//
","{'polarity': [('tighten', -1)], 'degree': [('notably', 2.0), ('greater', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_4,Accelerate fiscal consolidation,"└── accelerate 0 -1 fiscal_stance,fiscal_analysis
","{'polarity': [('accelerate', 1), ('consolidation', -1)], 'degree': []}",-2.0,-2.0,0.0,0.0,0.0,0.0,0,1.0
20110415_1_2,"Notwithstanding recent rate hikes in some emerging economies, real interest rates remain far below precrisis levels and hence too low","└── remain 0.0 0.0 other_policies
    └── low 0 0.0 //
","{'polarity': [('below', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_10,"In emerging economies, monetary policy may need to respond more sensitively to first-round inflation shocks from higher commodity prices due to higher pass-through (mainly for food prices, less so for energy), less well-anchored inflation expectations, and economies that are operating closer to, or above, capacity.","└── need 0.0 0.0 other_policies
    ├── expectation 0 0.0 other_policies//
    └── operate 0 0 fiscal_stance
","{'polarity': [('shock', -1), ('higher', 1), ('higher', 1)], 'degree': [('less', 0.5), ('less', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_5,"Current projections are for a limited decline in budget deficits of emerging economies in 2011 and 2012, even though output growth and capacity utilization would continue to be above pre-crisis trend","└── decline 0.0 0.0 fiscal_analysis
    ├── 2012 0 0.0 //
    └── continue 0 0.0 //
","{'polarity': [('decline', -1), ('deficit', 1), ('pre-crisis', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_7,"Manage capital flows by fully utilizing macroeconomic and prudential tools, tailored to country-specific circumstances","└── manage 0.0 0.0 fiscal_analysis
    └── utilize 0 0.0 //
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_6,"In external deficit economies, fiscal tightening would take some of the adjustment burden from monetary policy and the exchange rate, and allow for lower interest rates, all else equal, which could rebuild policy space, restrain widening current account deficits, and reduce net capital inflow pressures","└── take 0.0 -1 fiscal_stance
    ├── rate 0 0.0 other_policies//
    ├── allow 0.0 0.0 other_policies//
    │   └── rebuild 0 0.0 fiscal_analysis,other_policies
    ├── restrain 0 0.0 //
    └── reduce 0 0.0 other_policies//
","{'polarity': [('deficit', 1), ('tightening', -1), ('restrain', -1), ('reduce', -1), ('adjustment', -1), ('deficit', 1), ('widen', 1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110415_1_3,"Greater exchange rate appreciation would dampen inflationary pressures, including from world commodity prices, introduce more two-way risk for capital inflows, and facilitate external rebalancing in surplus economies","└── appreciation 0.0 0.0 other_policies
    └── dampen 0.0 0.0 
        ├── price 0 0.0 //
        ├── introduce 0 0.0 //
        └── facilitate 0 0.0 other_policies//
","{'polarity': [('appreciation', 1)], 'degree': [('greater', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110415_1_8,"If inflows raise macro- and financial-stability concerns, macroeconomic policies (for example, adjusting the fiscal-monetary policy mix, exchange rate appreciation, and some reserve accumulation) should be complemented with strengthened prudential measures (for example, loan to value ratios, funding composition restrictions)","└── complement 0.0 0.0 fiscal_analysis
    ├── raise 0.0 0.0 other_policies//
    │   └── concern 0 0.0 other_policies//
    ├── appreciation 0 0.0 other_policies//
    └── accumulation 0 0.0 //
","{'polarity': [('raise', 1), ('concern', -1), ('appreciation', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_7,"Nevertheless, there is a concern about diminishing effectiveness of unconventional actions, their side effects (for example, volatile capital flows), and potential difficulties related to unwinding them","└── be 0.0 0.0 fiscal_analysis
    ├── effect 0 0.0 fiscal_analysis//
    └── difficulty 0.0 0.0 fiscal_analysis,other_policies//
        └── unwind 0 0.0 //
","{'polarity': [('concern', -1), ('diminish', -1), ('volatile', -1), ('difficulty', -1), ('unwind', -1)], 'degree': [('potential', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_13,Some emerging economies should remain watchful of inflationary pressures and should not lower interest rates further,"└── lower 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('lower', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130221_1_11,"In the meantime, there is some room for a lower policy rate","└── be 0 0.0 other_policies
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_4,This will require making tangible progress toward a genuine economic monetary union—starting with a banking union with greater fiscal integration,"└── require 0.0 0.0 fiscal_analysis
    └── union 0 0.0 fiscal_analysis//
","{'polarity': [('progress', 1)], 'degree': [('greater', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_1,"In the euro area, EMU-wide policies should support individual countries’ efforts to repair public and private balance sheets and implement structural reforms to restore competitiveness","└── support 0.0 0.0 other_policies
    └── implement 0 0.0 other_policies//
        └── restore 0 0 fiscal_stance//
","{'polarity': [('support', 1), ('reform', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_12,"Some emerging economies can afford to maintain current monetary policy settings or ease if downside risks materialize, while others may have to take measures to gradually tighten financial conditions","└── afford 0.0 0.0 monetary_policy
    ├── ease 0.0 0.0 //
    │   └── materialize 0 0.0 risk,fiscal_analysis//
    └── have 0 0.0 fiscal_analysis//
","{'polarity': [('ease', -1), ('downside', -1), ('tighten', -1)], 'degree': [('gradually', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_14,Policymakers in Brazil should begin unwinding monetary stimulus as the recovery proceeds to ensure inflation expectations remain well anchored,"└── begin 0.0 0.0 monetary_policy
    └── proceed 0.0 0.0 //
        └── remain 0 0.0 monetary_policy
","{'polarity': [('unwind', -1), ('stimulus', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_16,"In countries with still-elevated credit growth, supervisory and macro- prudential measures should be deployed to curb sectoral excesses.",,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20130221_1_10,"In the euro area, improving the effectiveness of monetary policy will require the broad range of policies discussed above to reverse financial fragmentation","└── require 0 0.0 monetary_policy,other_policies
","{'polarity': [('improve', 1), ('reverse', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_6,Fears of high inflation appear overstated—central banks have the tools needed to mop up liquidity and tighten their policy stance should inflation expectations unexpectedly rise,"└── appear 0.0 0.0 economic_condition
    └── have 0.0 0.0 monetary_policy//
        └── tighten 0 0.0 monetary_policy,other_policies//
","{'polarity': [('tighten', -1), ('rise', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_3,reducing credit spreads in the periphery) is essential to improve the transmission of monetary policy as well as foster sustainable growth,"└── essential 0.0 0.0 monetary_policy,other_policies
    └── growth 0 0.0 economic_condition//
","{'polarity': [('reduce', -1), ('improve', 1), ('sustainable', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_5,Key elements are Monetary policy in the major advanced economies should remain accommodative,"└── monetary 0.0 0.0 monetary_policy
    └── remain 0 0.0 monetary_policy,other_policies
","{'polarity': [('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_2,"Reversing financial fragmentation (for example, reducing financial home bias, improving cross-border bank flows","└── reverse 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('reverse', -1), ('reduce', -1), ('improve', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_8,"While advanced economy central banks can likely address short- term issues related to policy normalization given their large balance sheets, they should continue to monitor any unintended consequences of their policies on sovereign-bank linkages, corporate leverage, financial innovation, international capital flows, and asset price bubbles","└── continue 0.0 0.0 monetary_policy
    ├── address 0 0.0 monetary_policy,fiscal_analysis//
    ├── leverage 0 0.0 fiscal_analysis//
    ├── innovation 0 0.0 other_policies//
    ├── flow 0 0.0 other_policies//
    └── bubble 0 0.0 other_policies//
","{'polarity': [], 'degree': [('likely', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_9,"In the United States, further repair of household balance sheets is needed, as middle- income households, who were hurt severely by the housing bust, have made limited progress in repairing their balance sheets","└── need 0.0 0.0 other_policies
    └── make 0.0 0.0 fiscal_analysis,other_policies//
        └── repair 0 0.0 other_policies//
","{'polarity': [('progress', 1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20130221_1_15,"Room for monetary easing is also more limited where strong credit expansion continues, or where currencies are undervalued","└── limited 0.0 0.0 monetary_policy
    └── continue 0.0 0.0 other_policies//
        └── undervalue 0 0.0 //
","{'polarity': [('easing', -1), ('strong', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_1,There is a need to put the global financial system on a more resilient footing,"└── be 0 0.0 other_policies
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_10,"Authorities should aim to protect the poor and vulnerable groups through targeted social safety nets, but avoid policies that seek to insulate domestic markets from high world prices (for example, export bans or subsidies), which dampens the supply response and amplifies global price volatility","└── aim 0.0 0.0 other_policies
    └── avoid 0.0 0.0 monetary_policy,other_policies//
        └── seek 0.0 0.0 other_policies
            ├── export 0 0.0 fiscal_analysis//
            ├── subsidy 0 0.0 other_policies//
            └── dampen 0.0 0.0 other_policies
                └── amplify 0 0.0 //
","{'polarity': [('poor', -1), ('subsidy', 1), ('volatility', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_17,"Thus, policy tightening will have to continue",,"{'polarity': [('tightening', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_13,"Given excess capacity, recent signs that growth has slowed, and planned fiscal consolidation, current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored","└── remain -1.0 0.0 monetary_policy
    ├── plan 0 -1 fiscal_stance,fiscal_analysis//
    └── remain 0 0.0 other_policies//
","{'polarity': [('excess', -1), ('slow', -1), ('consolidation', -1), ('accommodation', 1)], 'degree': [('medium-term', 0.5)]}",0.0,0.0,0.0,-1.0,0.0,0.0,0,0.0
20110709_1_9,"It would also be beneficial to reorient spending—notably, to protect vulnerable sections of society against commodity price increases","└── beneficial 0.0 2.0 fiscal_stance
    └── protect 0 0.0 other_policies//
","{'polarity': [('spending', 1), ('increase', 1)], 'degree': [('notably', 2.0)]}",4.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_18,Dealing with commodity price rises poses a particular challenge,"└── pose 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('rise', 1), ('challenge', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_7,"In such economies—which include Brazil, India and Turkey—there is room for further consolidation","├── india 0 0.0 //
├── turkey 0 0.0 //
└── be 0 0.0 fiscal_analysis//
","{'polarity': [('consolidation', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_12,"More Tightening in Emerging Economies In most advanced economies, monetary policy should stay accommodative","└── stay 0 0.0 monetary_policy
","{'polarity': [('tighten', -1), ('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_3,"Though there has been progress on banking system repair, the pace is too slow","└── be 0.0 -1 fiscal_stance
    └── progress 0 0.0 fiscal_analysis//
","{'polarity': [('progress', 1), ('slow', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_8,This will take pressure off monetary and prudential policies and create fiscal space to respond to future shocks,"└── take 0.0 0.0 monetary_policy
    └── create 0.0 0.0 fiscal_analysis//
        └── respond 0 0.0 fiscal_analysis//
","{'polarity': [('shock', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_21,"However, where shares of food and energy in consumption are high and policy credibility is low, as is more common, authorities will have to react faster and more strongly.","└── have 0.0 0.0 fiscal_analysis
    ├── high 0.0 0.0 //
    │   ├── energy 0 0.0 other_policies//
    │   └── low 0.0 0.0 monetary_policy//
    │       └── common 0 0.0 other_policies//
    └── more 0 0.0 economic_condition,other_policies//
","{'polarity': [], 'degree': [('faster', 2.0), ('strongly', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_11,Monetary Policy: Accommodative in Advanced Economies,"└── policy 0 0.0 monetary_policy
","{'polarity': [('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_20,Authorities can afford to be more accommodative in those economies where the credibility of monetary policy is high,"└── high 0 0.0 monetary_policy//
","{'polarity': [('accommodative', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_6,"In some emerging markets, the task is to avoid overheating and prevent the build-up of financial imbalances","└── prevent 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('imbalance', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_16,"While many emerging market and developing economies are already raising policy rates, real rates still remain low or even negative","├── raise 0 0.0 other_policies
└── negative 0 0.0 //
","{'polarity': [('raise', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_2,The matter is more pressing in Europe due to sovereign contagion risks,,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_4,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity,"└── need 0.0 1 fiscal_stance
    ├── in 0 0.0 fiscal_analysis//
    └── shock 0 0.0 other_policies//
","{'polarity': [('accelerate', 1), ('shock', -1)], 'degree': []}",2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_15,"There monetary policy tightening is needed, along with greater exchange rate flexibility and the use of macroprudential tools","└── tightening 0.0 0.0 monetary_policy
    └── need 0.0 0.0 other_policies
        └── use 0 0.0 fiscal_analysis,other_policies//
","{'polarity': [('tightening', -1)], 'degree': [('greater', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_14,A number of emerging market economies are already operating at or above capacity,,"{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20110709_1_19,Monetary authorities need to prevent such rises from generating successive wage-price increases,"└── need 0.0 0.0 monetary_policy
    └── generate 0 0.0 fiscal_analysis//
","{'polarity': [('rise', 1), ('increase', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20110709_1_5,"Vulnerabilities are currently masked by unusually accommodative monetary conditions, but the window of opportunity to prepare the financial system against potential systemic shocks could close unexpectedly","└── mask 0.0 0.0 monetary_policy
    └── close 0 0.0 other_policies//
","{'polarity': [('accommodative', 1), ('opportunity', 1), ('shock', -1)], 'degree': [('unusually', 2.0), ('potential', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150904_1_9,"In most advanced economies, output gaps are still substantial, inflation is expected to remain below target, and monetary policy remains constrained by the zero lower bound","└── remain 0.0 0.0 monetary_policy//
    └── bind 0 0.0 fiscal_analysis,other_policies
","{'polarity': [('below', -1)], 'degree': [('substantial', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20150904_1_5,"In many emerging economies, macroeconomic policy space to support growth is more limited, with inflation still above target in some economies, and fiscal positions weaker than desirable in others","└── economy 0.0 0.0 fiscal_analysis,other_policies
    ├── limited 0 0.0 economic_condition,other_policies
    └── position 0 0.0 other_policies//
","{'polarity': [('support', 1), ('weaker', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20150904_1_22,It should also consider providing stronger guidance to markets by moving to more forecast-oriented monetary policy communication to increase the transparency of its assessment of inflation prospects and strengthen the signal of its commitment to the inflation target,"└── consider 0.0 0.0 monetary_policy
    └── strengthen 0 0.0 fiscal_analysis//
","{'polarity': [('increase', 1), ('strengthen', 1)], 'degree': [('stronger', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
