,sentence,monetary_topic,sentence_root,select,temp_score,dic_score_0,dic_score_1,dic_score_2,dic_score_3,dic_score_4,dic_score_5,dic_score_6,dic_score_7,dic_score_8
221,"While monetary policy should continue supporting the recovery , challenges are increasingly different across countries",0.0,monetary policy should continue support recovery challenge be different country,0.18051263611881985,True,True,True,True,True,True,True,True,False,False
867,"Strengthening transparency , especially in communicating policy objectives and enhancing data quality , will be key to minimize spillovers and financial volatility",0.0,strengthen transparency communicate policy objective enhance datum quality will be key minimize spillover financial volatility,0.18249782984977891,False,False,False,False,False,False,False,False,False,False
338,that aided the functioning of repo markets,0.0,aid functioning repo market,0.18281260937470822,False,False,False,False,False,False,False,False,False,False
195,This will take pressure off monetary and prudential policies and create fiscal space to respond to future shocks,0.0,will take pressure monetary prudential policy create fiscal space respond future shock,0.18291028811916477,False,False,False,False,False,False,False,False,False,False
848,policy frameworks are imperative for a turnaround in confidence and investment,0.0,policy framework be imperative turnaround confidence investment,0.18347244292091647,False,False,False,False,False,False,False,False,False,False
377,"until the recovery is well established , while containing potentially adverse side effects",0.0,recovery be establish contain adverse side effect,0.18354511695419062,False,False,False,False,False,False,False,False,False,False
654,"Exchange rate flexibility , alongside credible macroeconomic policies and frameworks , has also proven to be an essential tool in coping with volatile capital flows",0.0,Exchange rate flexibility credible macroeconomic policy framework have prove be essential tool cope volatile capital flow,0.1840107117419475,False,False,False,False,False,False,False,False,False,False
166,In some advanced economies that have fiscal space and are operating at or close to capacity ,0.0,advanced economy have fiscal space be operate close capacity,0.1844335154678871,False,False,False,False,False,False,False,False,False,False
318,"as signs of an economic turnaround in the global economy become more prevalent , markets have begun to express their concern about the future ramifications of unprecedented policy actions and massive public intervention",0.0,sign economic turnaround global economy become prevalent market have begin express concern future ramification unprecedented policy action massive public intervention,0.1852451435479524,False,False,False,False,False,False,False,False,False,False
381,"Moving expeditiously to address the legacies of the crisis including bank funding concerns , the resolution of weak banks , and the restructuring of balance sheets for distressed households as well as to alleviate",0.0,move address legacy crisis include bank funding concern resolution weak bank restructuring balance sheet distressed household alleviate,0.1863442521923253,False,False,False,False,False,False,False,False,False,False
414,"Indeed , policy rates may need to rise",1.0,policy rate may need rise,0.1865379946521808,False,False,False,False,False,False,False,False,False,False
432,"The Federal Reserve , Bank of England , and Bank of Japan should stand ready to continue their deployment of unconventional measures and take further steps",1.0,Federal Reserve Bank England Bank Japan should stand ready continue deployment unconventional measure take further step,0.18679865687823305,True,True,True,True,True,True,True,True,False,False
567,policymakers will need to pay increasing attention to building inflationary pressure,0.0,policymaker will need pay increase attention build inflationary pressure,0.18855952730739245,False,False,False,False,False,False,False,False,False,False
725,Efforts to increase revenue mobilization and improve expenditure prioritization should continue,0.0,effort increase revenue mobilization improve expenditure prioritization should continue,0.18954349578426333,False,False,False,False,False,False,False,False,False,False
409,The reduction in inflation toward the 4 . percent target by 2017 will require a tight monetary policy stance,0.0,reduction inflation,0.1919715113991537,False,False,False,False,False,False,False,False,False,False
719,"The scale of fiscal adjustment required is large to ensure debt sustainability and to restore room for policy maneuver , particularly in advanced economies",0.0,scale fiscal adjustment require be large ensure debt sustainability restore room policy maneuver advanced economy,0.19368145120503344,False,False,False,False,False,False,False,False,False,False
315,"In such economies which include Brazil , India and Turkey there is room for further consolidation",0.0,such economy include Brazil India Turkey be room further consolidation,0.19469999248783454,False,False,False,False,False,False,False,False,False,False
744,"In China , the monetary expansion has quickly fed through to the domestic economy and there may be a need to tighten credit conditions in the face of sharply rising credit growth and the potential for overinvestment",1.0,China monetary expansion have feed domestic economy may be need tighten credit condition face rise credit growth potential overinvestment,0.195074656758081,True,True,True,True,True,True,True,True,True,True
782,fiscal policy should ensure,0.0,fiscal policy should ensure,0.19697645871556102,False,False,False,False,False,False,False,False,False,False
59,where fiscal space is limited and monetary policy operates close to the effective lower bound,1.0,fiscal space be limited monetary policy operate effective lower bind,0.19835448429897184,True,True,True,True,True,True,False,False,False,False
860,"Where monetary policy operates near or at the lower bound , fiscal policy has an important role to play",0.0,monetary policy operate lower bind fiscal policy have important role play,0.19845529629098702,False,False,False,False,False,False,False,False,False,False
215,"Fiscal consolidation should proceed gradually , anchored in credible plans ,",0.0,fiscal consolidation should proceed anchor credible plan,0.19954046418191984,False,False,False,False,False,False,False,False,False,False
281,job seekers find work faster or,0.0,job seeker find work,0.20038412608063472,False,False,False,False,False,False,False,False,False,False
621,"In Japan , incomes policies and structural reforms",0.0,Japan income policy structural reform,0.20135261305465646,False,False,False,False,False,False,False,False,False,False
602,"where needs have been identified , there is slack in the economy , and investment processes are relatively efficient for example , Germany and the United States",0.0,need have be identify be slack economy investment process be efficient example Germany United States,0.20188769547542096,False,False,False,False,False,False,False,False,False,False
458,A sound execution of the AQR and stress tests will be a key step toward reducing uncertainty about the health of banks and enabling balance sheet repair,0.0,sound execution AQR stress test will be key step reduce uncertainty health bank enable balance sheet repair,0.20218269958876234,False,False,False,False,False,False,False,False,False,False
747,"who were hurt severely by the housing bust , have made limited progress in repairing their balance sheets",0.0,be hurt housing bust have make limited progress repair balance sheet,0.20342097315324958,False,False,False,False,False,False,False,False,False,False
876,"While the recent cabinet decision on the fiscal and growth strategies is welcome , more concrete and decisive",0.0,recent cabinet decision fiscal growth strategy be welcome concrete decisive,0.20749701915676466,False,False,False,False,False,False,False,False,False,False
453,"rate flexibility can usefully cushion the impact of adverse external shocks , provided",0.0,rate flexibility can cushion impact adverse external shock provide,0.21040621974257334,False,False,False,False,False,False,False,False,False,False
71,"However , given the unevenness of the recovery across economies , challenges faced by central banks are different",0.0,give unevenness recovery economy challenge face central bank be different,0.21071218676890158,False,False,False,False,False,False,False,False,False,False
582,The right policies will also help to reduce external imbalances,0.0,right policy will help reduce external imbalance,0.21255483545402565,False,False,False,False,False,False,False,False,False,False
240,where the transmission mechanism is impaired,0.0,transmission mechanism be impaired,0.21345637033148224,False,False,False,False,False,False,False,False,False,False
696,"Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate ,",0.0,economy external surplus should provide room monetary tightening allow currency appreciate,0.2135289102301815,True,True,True,True,True,True,True,True,False,False
87,"However , where financing conditions are easing and exchange rates have appreciated",0.0,financing condition be ease exchange rate have appreciate,0.2139484348012468,False,False,False,False,False,False,False,False,False,False
821,"ample liquidity and easy monetary policy , mainly in advanced economies",0.0,ample liquidity easy monetary policy advanced economy,0.21457816681485964,False,False,False,False,False,False,False,False,False,False
737,"economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors , especially services , and to increase labor force participation of the elderly",0.0,economy should implement policy reduce barrier foreign competition domestic investment certain sector service increase labor force participation elderly,0.2171615896350355,False,False,False,False,False,False,False,False,False,False
785,Policymakers should stand ready to act more aggressively,0.0,policymaker should stand ready act more,0.21740504088700052,False,False,False,False,False,False,False,False,False,False
164,would require resolution of the household debt overhang,0.0,would require resolution household debt overhang,0.21782742835357294,False,False,False,False,False,False,False,False,False,False
334,where fiscal space exists,0.0,fiscal space exist,0.22204710353897006,False,False,False,False,False,False,False,False,False,False
700,"Importantly , not all countries should adjust in the same way , to the same extent , or at the same time ,",0.0,country should adjust same way same extent same time,0.22371545122183534,False,False,False,False,False,False,False,False,False,False
196,Macroeconomic policies are most effective,0.0,macroeconomic policy be effective,0.22399777077507166,False,False,False,False,False,False,False,False,False,False
111,"if done properly , would help resolve their internal imbalances",0.0,do would help resolve internal imbalance,0.2244421553439735,False,False,False,False,False,False,False,False,False,False
430,Monetary policy has remained highly accommodative in many economies,0.0,Monetary policy have remain accommodative many economy,0.22448753360365048,False,False,False,False,False,False,False,False,False,False
841,to facilitate relative price adjustments should take priority .,0.0,facilitate relative price adjustment should take priority,0.22677575670556638,False,False,False,False,False,False,False,False,False,False
441,financial sector restructuring and reform should thus be top priorities,0.0,financial sector restructuring reform should be top priority,0.22710244567162152,False,False,False,False,False,False,False,False,False,False
131,The recent Council agreement on the SRM is a step forward,0.0,recent Council agreement SRM be step,0.22782223310516392,False,False,False,False,False,False,False,False,False,False
585,the consequences of liquidity squeezes if volatility spikes,0.0,consequence liquidity squeeze volatility spike,0.2279472024217195,False,False,False,False,False,False,False,False,False,False
617,"while the nascent recovery is still fragile , monetary authorities will need to communicate clearly the objectives and the tools of their unconventional policies , as well as their exit strategies",0.0,nascent recovery be fragile monetary authority will need communicate objective tool unconventional policy exit strategy,0.22918117064115984,True,True,True,True,True,False,False,False,False,False
578,if needed,0.0,need,0.23000044115057083,False,False,False,False,False,False,False,False,False,False
447,"While macroeconomic policies are but one determinant of the current account , they have contributed to maintain excess imbalances ,",0.0,macroeconomic policy be determinant current account have contribute maintain excess imbalance,0.2331789086734798,False,False,False,False,False,False,False,False,False,False
564,and policy responses will need to be country specific,0.0,policy response will need be country specific,0.2335137799861342,False,False,False,False,False,False,False,False,False,False
53,"However , the timing of the increase in policy rates may have to be adjusted in function of developments on the inflation and unemployment fronts",1.0,timing increase policy rate may have be adjust function development inflation unemployment front,0.23434164146446257,True,True,True,True,True,True,True,True,True,True
461,where currencies are undervalued,0.0,currency be undervalue,0.2353137738228226,False,False,False,False,False,False,False,False,False,False
137,advanced and emerging economies can start tightening policies now,1.0,advanced emerge economy can start tighten policy,0.23570585196742022,True,True,False,False,False,False,False,False,False,False
70,Many exporters for which oil receipts typically contribute to a sizable share of fiscal revenues are experiencing large shocks in proportion to their economies,0.0,many exporter oil receipt contribute sizable share fiscal revenue be experience large shock proportion economy,0.2357623297392597,False,False,False,False,False,False,False,False,False,False
611,"In economies where adjustment is unavoidable ,",0.0,economy adjustment be unavoidable,0.23621622770772355,False,False,False,False,False,False,False,False,False,False
864,The strategy for fiscal consolidation should be outlined and communicated now,0.0,strategy fiscal consolidation should be outline communicate,0.23672119946792602,False,False,False,False,False,False,False,False,False,False
119,The recent forward guidance provided by the ECB to anchor interest rate expectations was a welcome step,0.0,recent guidance provide ecb anchor interest rate expectation be welcome step,0.23704902184856935,False,False,False,False,False,False,False,False,False,False
23,Joint efforts by deficit and surplus economies to rebalance global demand would reduce excess external imbalances while sustaining growth,0.0,Joint effort deficit surplus economy rebalance global demand would reduce excess external imbalance sustain growth,0.2386042668221091,False,False,False,False,False,False,False,False,False,False
236,"However , fiscal policies need to urgently deliver measures",0.0,fiscal policy need deliver measure,0.23891438989610803,False,False,False,False,False,False,False,False,False,False
162,"although capital flow reversals , external financing needs , and financial stability risks might constrain scope for action in some countries",0.0,capital flow reversal external financing need financial stability risk might constrain scope action country,0.2399574886940503,False,False,False,False,False,False,False,False,False,False
809,that inflation could rise rapidly,0.0,inflation could rise,0.2400563634928219,False,False,False,False,False,False,False,False,False,False
558,"although a number of countries are still tightening ,",0.0,number country be tighten,0.2402376783180138,False,False,False,False,False,False,False,False,False,False
643,that provide demand support,0.0,provide demand support,0.24075716085503918,False,False,False,False,False,False,False,False,False,False
662,Where fiscal space is a constraint for example because of particularly high levels of public debt or other concerns,0.0,fiscal space be constraint example high level public debt other concern,0.24207436807571037,False,False,False,False,False,False,False,False,False,False
73,"In Japan , the introduction of negative deposit rates by the BoJ underscores its commitment to maintain inflation momentum",0.0,Japan introduction negative deposit rate boj underscore commitment maintain inflation momentum,0.24225087587827077,False,False,False,False,False,False,False,False,False,False
299,that adjustment is a key priority,0.0,adjustment be key priority,0.24239735061801992,False,False,False,False,False,False,False,False,False,False
2,the Fund needs to play an effective role in overseeing the IMS .,0.0,Fund need play effective role oversee IMS,0.24361632217526707,False,False,False,False,False,False,False,False,False,False
612,"allowing exchange rate depreciation will be a critical buffer to cushion the impact of the shock for example , Russia ,",0.0,allow exchange rate depreciation will be critical buffer cushion impact shock example Russia,0.24400221003363853,False,False,False,False,False,False,False,False,False,False
291,There are incipient signs of rising exposure to both interest rate and credit risk in regional banks,0.0,be incipient sign rise exposure interest rate credit risk regional bank,0.24458739875238034,False,False,False,False,False,False,False,False,False,False
427,efforts should be directed at devising targeted schemes,0.0,effort should be direct devise target scheme,0.24501383328253812,False,False,False,False,False,False,False,False,False,False
60,The composition of central bank assets will in part determine the approach to be taken .,1.0,composition central bank asset will part determine approach be take,0.246792782549781,False,False,False,False,False,False,False,False,False,False
402,that lower barriers for new firms to enter product and services markets,0.0,lower barrier new firm enter product service market,0.24778655621877832,False,False,False,False,False,False,False,False,False,False
90,Unwinding should be tractable and central,0.0,unwind should be tractable central,0.24786882368417829,False,False,False,False,False,False,False,False,False,False
353,"If downside risks to global growth materialize , threatening to slow growth appreciably more than expected , monetary policy should be the first line of defense ,",0.0,downside risk global growth materialize threaten slow growth expect monetary policy should be first line defense,0.24937556626816537,True,True,True,True,True,True,True,True,False,False
471,"In advanced economies , accommodative monetary policy remains essential",1.0,advanced economy accommodative monetary policy remain essential,0.2499295678426562,True,True,True,True,True,True,True,False,False,False
319,"Greater exchange rate appreciation would dampen inflationary pressures , including from world commodity prices , introduce more risk for capital inflows , and facilitate external rebalancing in surplus economies",0.0,Greater exchange rate appreciation would dampen inflationary pressure include world commodity price introduce more risk capital inflow facilitate external rebalancing surplus economy,0.24997185189907356,False,False,False,False,False,False,False,False,False,False
717,"that eliminate distortions to domestic demand in key emerging economies would strengthen prospects for external demand rebalancing , supporting a more robust recovery in both emerging and advanced economies",0.0,eliminate distortion domestic demand key emerge economy would strengthen prospects external demand rebalancing support robust recovery emerge advance economy,0.2518734108775269,False,False,False,False,False,False,False,False,False,False
330,while the establishment of a common backstop ESM direct recapitalization remains crucial to sever links in countries,0.0,establishment common backstop ESM direct recapitalization remain crucial sever link country,0.25390374708054486,False,False,False,False,False,False,False,False,False,False
41,Central banks must decide,0.0,central bank must decide,0.25406425872201344,False,False,False,False,False,False,False,False,False,False
896,when capital inflows are driven by fiscal expansion thus reducing currency appreciation pressures,0.0,capital inflow be drive fiscal expansion reduce currency appreciation pressure,0.2540970027645767,False,False,False,False,False,False,False,False,False,False
804,The appropriate course for policy to balance fostering growth and managing vulnerabilities will be,0.0,appropriate course policy balance foster growth managing vulnerability will be,0.2543928909705091,False,False,False,False,False,False,False,False,False,False
375,"Fiscal consolidation should continue , underpinned by comprehensive tax reform and further reductions in subsidies",0.0,fiscal consolidation should continue underpin comprehensive tax reform further reduction subsidy,0.25643412293566437,False,False,False,False,False,False,False,False,False,False
124,Emerging economies need to rebuild policy space and,0.0,emerge economy need rebuild policy space,0.257049246710079,False,False,False,False,False,False,False,False,False,False
798,should inflation expectations worsen .,0.0,should inflation expectation worsen,0.2585219290864019,False,False,False,False,False,False,False,False,False,False
293,as low interest rates squeeze interest margins,0.0,low interest rate squeeze interest margin,0.2587962183197978,False,False,False,False,False,False,False,False,False,False
54,"This requires a approach combining all available policy tools and strong policy frameworks ,",0.0,require approach combine available policy tool strong policy framework,0.2588282617786556,False,False,False,False,False,False,False,False,False,False
622,that raise productivity are vital to tackle risks coming from continuing lackluster growth and the overburdening of monetary policy,0.0,raise productivity be vital tackle risk come continue lackluster growth overburdening monetary policy,0.25978754823484074,False,False,False,False,False,False,False,False,False,False
518,"Importantly , countries that do implement strong recapitalization programs should not be left to fall into a downward spiral for lack of adequate external support",0.0,country do implement strong recapitalization program should be leave fall downward spiral lack adequate external support,0.26310651493789805,False,False,False,False,False,False,False,False,False,False
632,Key elements are Monetary,0.0,key element be Monetary,0.26355756261583974,False,False,False,False,False,False,False,False,False,False
357,Central banks should also carefully monitor unintended consequences,0.0,central bank should monitor unintended consequence,0.26507272046774544,False,False,False,False,False,False,False,False,False,False
214,"In the United States , monetary policy should continue to gradually normalize and remain data dependent , and plans for the Fed 's balance sheet should be",1.0,United States monetary policy should continue normalize remain datum dependent plan Fed balance sheet should be,0.26567822103045036,True,True,True,True,True,True,True,True,False,False
489,The boost to demand from lower oil prices is thus welcome,0.0,boost demand lower oil price be welcome,0.2706553696902484,False,False,False,False,False,False,False,False,False,False
33,Recent IMF research shows,0.0,recent IMF research show,0.2741134197551275,False,False,False,False,False,False,False,False,False,False
133,"In many advanced economies , insufficient progress with repair and reform is weighing on credit growth , and slowing the normalization of monetary and fiscal policies , with adverse spillovers on emerging economies , through large and volatile capital flows",0.0,many advanced economy insufficient progress repair reform be weigh credit growth slow normalization monetary fiscal policy adverse spillover emerge economy large volatile capital flow,0.27461070758794404,False,False,False,False,False,False,False,False,False,False
834,This would help pass through of monetary accommodation,0.0,would help pass monetary accommodation,0.27486668428891836,False,False,False,False,False,False,False,False,False,False
286,"Monetary policy should have some leeway to ease in emerging Asia , especially in 2014 ,",1.0,Monetary policy should have leeway ease emerge Asia,0.27553867239296315,True,True,True,True,True,True,True,True,False,False
173,"which would both help catalyze a sustained private recovery in these economies , allow for interest rates increases and limit spillovers to emerging economies .",0.0,would help catalyze sustained private recovery economy allow interest rate increase limit spillover emerge economy,0.2757327106196348,False,False,False,False,False,False,False,False,False,False
152,The problems facing the global economy are complex and joint action can help,0.0,problem face global economy be complex joint action can help,0.276414171409913,False,False,False,False,False,False,False,False,False,False
856,that could set back the healing process and the incipient recovery,0.0,could set healing process incipient recovery,0.2765168246192302,False,False,False,False,False,False,False,False,False,False
444,"However , the unbalanced recovery across economies suggests",0.0,unbalanced recovery economy suggest,0.2771357647647821,False,False,False,False,False,False,False,False,False,False
172,"A key to addressing this challenge is to expeditiously reform and repair financial sectors in the major advanced economies ,",0.0,key address challenge be reform repair financial sector major advanced economy,0.27945809430645197,False,False,False,False,False,False,False,False,False,False
633,policy in the major advanced economies should remain accommodative,0.0,policy major advanced economy should remain accommodative,0.2795852963295443,True,True,True,True,True,True,True,True,False,False
83,"Finally , to the extent that fiscal and monetary policies are adjusted to make growth more balanced and reduce vulnerabilities, they will also decrease the risk of crisis , and thereby , make growth more lasting and sustainable .",0.0,extent fiscal monetary policy be adjust make growth balanced reduce vulnerability will decrease risk crisis make growth lasting sustainable,0.28086855746330897,False,False,False,False,False,False,False,False,False,False
555,can reduce the need for monetary policy response to financial stability concerns,0.0,can reduce need monetary policy response financial stability concern,0.28191579374884246,True,True,True,True,True,False,False,False,False,False
505,Fears of high inflation appear overstated central banks have the tools needed to mop up liquidity and tighten their policy stance,0.0,fear high inflation appear overstate central bank have tool need mop liquidity tighten policy stance,0.2827021842652617,True,True,True,True,True,False,False,False,False,False
252,"the paramount objectives for monetary , fiscal , and financial sector policies are continued support for the recovery , fully restoring the financial sector to health , and limiting downside risks",0.0,paramount objective monetary fiscal financial sector policy be continued support recovery restore financial sector health limit downside risk,0.2831532527721746,False,False,False,False,False,False,False,False,False,False
575,"This should be anchored by credible plans for debt reduction notably , for the United States and Japan",0.0,should be anchor credible plan debt reduction United States Japan,0.28365854529510903,False,False,False,False,False,False,False,False,False,False
777,further fiscal efforts are needed to stabilize the ratio in the,0.0,fiscal effort be need stabilize ratio,0.2847905534307468,False,False,False,False,False,False,False,False,False,False
189,"monetary policy accommodation is thus the right policy from a domestic perspective , considering also",1.0,monetary policy accommodation be right policy domestic perspective consider,0.2851023520987429,False,False,False,False,False,False,False,False,False,False
68,"However , the impact of policy rates reductions on credit conditions , including notably on borrowing rates , has been limited by financial disruptions",0.0,impact policy rate reduction credit condition include borrowing rate have be limit financial disruption,0.28618226718957995,False,False,False,False,False,False,False,False,False,False
899,"In many emerging economies , macroeconomic policy space to support growth is more limited ,",0.0,many emerge economy macroeconomic policy space support growth be limited,0.2869788040162278,False,False,False,False,False,False,False,False,False,False
365,"it will raise productivity and the growth potential in the future , enhancing sustainability",0.0,will raise productivity growth potential future enhance sustainability,0.2877157676305573,False,False,False,False,False,False,False,False,False,False
802,"In sequencing an exit from policies , fiscal policy should generally take priority",0.0,sequencing exit policy fiscal policy should take priority,0.2881908183951579,False,False,False,False,False,False,False,False,False,False
346,"that forceful monetary easing , alongside enhanced credit and liquidity support , has helped ease financial stress Figure 3",0.0,forceful monetary easing enhance credit liquidity support have help ease financial stress figure,0.2886940493868394,False,False,False,False,False,False,False,False,False,False
709,"where stabilizers are small , temporary support such as extended unemployment benefits or wage subsidies",0.0,stabilizer be small temporary support such extended unemployment benefit wage subsidy,0.2895234236132007,False,False,False,False,False,False,False,False,False,False
410,"Moreover , QE should be supported by a more balanced policy mix comprising fiscal support , balance sheet repair , and structural reforms",0.0,QE should be support balanced policy mix comprise fiscal support balance sheet repair structural reform,0.2895789267393144,False,False,False,False,False,False,False,False,False,False
253,"In the euro area , the ECB 's expanded asset purchase program has supported confidence and eased financial conditions , but inflation remains low",0.0,euro area ECB expand asset purchase program have support confidence ease financial condition inflation remain low,0.29263374673455556,False,False,False,False,False,False,False,False,False,False
801,although this line is becoming increasingly thin in most advanced economies,0.0,line be become thin most advanced economy,0.2945559218608944,False,False,False,False,False,False,False,False,False,False
438,"To safeguard the current growth momentum , the macroeconomic policy mix should be adjusted to changing circumstances",0.0,safeguard current growth momentum macroeconomic policy mix should be adjust change circumstance,0.2950252026785869,False,False,False,False,False,False,False,False,False,False
490,"More policy ambition and cooperation are needed to achieve the 's shared objectives of strong , sustainable , and balanced growth",0.0,policy ambition cooperation be need achieve share objective strong sustainable balanced growth,0.2960312743089929,False,False,False,False,False,False,False,False,False,False
769,Financial policies need to secure stability and support recovery,0.0,financial policy need secure stability support recovery,0.29607166163571286,False,False,False,False,False,False,False,False,False,False
211,Some emerging economies should consider prudential actions to limit excessive credit creation,0.0,emerge economy should consider prudential action limit excessive credit creation,0.3033206934219004,False,False,False,False,False,False,False,False,False,False
767,A quicker transition period for the mutualization of national contributions to the single resolution fund and a clearer decision on a common backstop and its timing are required to adequately break links,0.0,quicker transition period mutualization national contribution single resolution fund clearer decision common backstop timing be require break link,0.3046305989913375,True,True,True,False,False,False,False,False,False,False
508,"Authorities should aim to protect the poor and vulnerable groups through targeted social safety nets , but avoid policies",0.0,authority should aim protect poor vulnerable group target social safety net avoid policy,0.3052356088596796,False,False,False,False,False,False,False,False,False,False
668,"An early agreement on credible deficit reduction would provide the space to fund investments in infrastructure , to raise productivity and innovation , and enhance workers ' skills",0.0,early agreement credible deficit reduction would provide space fund investment infrastructure raise productivity innovation enhance worker skill,0.3060814605588986,False,False,False,False,False,False,False,False,False,False
819,that further exchange rate appreciation would not be appropriate,0.0,further exchange rate appreciation would be appropriate,0.30724962238767106,False,False,False,False,False,False,False,False,False,False
92,"However , the global financial safety net remains underused during periods of turbulence , with uneven access and a multilayered structure for example , regional financing arrangements , bilateral swap lines , and Fund financing",0.0,global financial safety net remain underused period turbulence uneven access multilayered structure example regional financing arrangement bilateral swap line Fund financing,0.30728722013393706,False,False,False,False,False,False,False,False,False,False
722,"Given excess capacity , recent signs",0.0,give excess capacity recent sign,0.30785369571628385,False,False,False,False,False,False,False,False,False,False
674,that undermine competitiveness,0.0,undermine competitiveness,0.3083145272042116,False,False,False,False,False,False,False,False,False,False
895,"The policy response would be to lower interest rates , thus reducing incentives for inflows , and to tighten fiscal policy particularly",1.0,policy response would be lower interest rate reduce incentive inflow tighten fiscal policy,0.3093650586603862,False,False,False,False,False,False,False,False,False,False
345,There is evidence,0.0,be evidence,0.311059025256584,False,False,False,False,False,False,False,False,False,False
331,where debt dynamics are a concern and fiscal space is limited,0.0,debt dynamics be concern fiscal space be limit,0.311793176398355,False,False,False,False,False,False,False,False,False,False
661,as there is clear evidence of recovery,0.0,be clear evidence recovery,0.3118793879882956,False,False,False,False,False,False,False,False,False,False
242,should inflation expectations worsen,0.0,should inflation expectation worsen,0.31224484893935955,False,False,False,False,False,False,False,False,False,False
703,"Reestablishing confidence and resolving the current crisis requires a cohesive , comprehensive , and cooperative package of policies across the",0.0,reestablish confidence resolve current crisis require cohesive comprehensive cooperative package policy,0.31235762196579064,False,False,False,False,False,False,False,False,False,False
107,Authorities can afford to be more accommodative in those economies,1.0,authority can afford be accommodative economy,0.31278981697446695,True,True,False,False,False,False,False,False,False,False
872,"that withdrawing policy stimulus too early can be very costly ,",0.0,withdraw policy stimulus can be costly,0.31310110716994277,False,False,False,False,False,False,False,False,False,False
502,"where output gaps are negative can accelerate the benefits of certain structural reforms , such as measures",0.0,output gap be negative can accelerate benefit certain structural reform such measure,0.31461871523590934,False,False,False,False,False,False,False,False,False,False
639,"Nevertheless , working towards meeting the official primary surplus target with sustainable policies",0.0,work meet official primary surplus target sustainable policy,0.3155977158165737,False,False,False,False,False,False,False,False,False,False
760,that benefits Japan and other economies,0.0,benefit Japan other economy,0.31719151772092524,False,False,False,False,False,False,False,False,False,False
419,"A more expansionary fiscal stance in Germany would not only allow a increase in public investment and raise potential output ,",0.0,expansionary fiscal stance Germany would allow increase public investment raise potential output,0.31731224521115575,False,False,False,False,False,False,False,False,False,False
99,constrained by the zero lower bound,0.0,constrain lower bind,0.3181342072127893,False,False,False,False,False,False,False,False,False,False
225,which could put downward pressure on prices,0.0,could put downward pressure price,0.3193055418411661,False,False,False,False,False,False,False,False,False,False
522,although they remain significantly elevated relative to levels prior to the crisis,0.0,remain elevated relative level crisis,0.31977320662857744,False,False,False,False,False,False,False,False,False,False
691,"Where inflation is still well below targets , monetary policy should remain expansionary , using all available instruments for example , in Japan and the euro area",1.0,inflation be target monetary policy should remain expansionary use available instrument example Japan euro area,0.31978100087111594,True,True,True,True,True,True,True,True,False,False
854,"To unwind policies in an orderly manner and reassure markets , policy makers will need to develop and communicate",0.0,unwind policy orderly manner reassure market policy maker will need develop communicate,0.32016953797887326,False,False,False,False,False,False,False,False,False,False
369,"which is reaching full employment should continue to be gradual and , alongside well communicated plans for the Federal Reserve 's balance sheet",0.0,be reach full employment should continue be gradual communicate plan Federal Reserve balance sheet,0.32107431380812745,False,False,False,False,False,False,False,False,False,False
272,"that there is space , a supportive fiscal stance can help offset adverse effects of structural reforms on aggregate demand , bringing forward the growth benefits",0.0,be space supportive fiscal stance can help offset adverse effect structural reform aggregate demand bring growth benefit,0.3214456691924008,False,False,False,False,False,False,False,False,False,False
534,A number of emerging market economies are already operating at or above capacity,0.0,number emerge market economy be operate capacity,0.32230991763013384,False,False,False,False,False,False,False,False,False,False
235,Monetary authorities have instruments to maintain control over interest rate policy,0.0,Monetary authority have instrument maintain control interest rate policy,0.32385317583596884,False,False,False,False,False,False,False,False,False,False
399,tools should be the first line of defense against financial stability risks,0.0,tool should be first line defense financial stability risk,0.32477122391785895,False,False,False,False,False,False,False,False,False,False
121,"Completing the reform of financial regulation and deploying tools as a first line of defense ,",0.0,complete reform financial regulation deploy tool first line defense,0.3260190151039509,False,False,False,False,False,False,False,False,False,False
799,Prospects for an uneven recovery points to an asynchronous unwinding of monetary stimulus in advanced economies,0.0,prospects uneven recovery point asynchronous unwind monetary stimulus advanced economy,0.3260571479252521,False,False,False,False,False,False,False,False,False,False
816,if there is not sufficient improvement in inflation consistent with meeting price stability objectives,0.0,be sufficient improvement inflation consistent meeting price stability objective,0.32688838619552063,False,False,False,False,False,False,False,False,False,False
80,which will need to be mopped up,0.0,will need be mop,0.3269039260313239,False,False,False,False,False,False,False,False,False,False
364,"First , where fiscal policy directly supports infrastructure investment for example , Germany , ",0.0,fiscal policy support infrastructure investment example Germany,0.32811491089106526,False,False,False,False,False,False,False,False,False,False
772,This can be achieved,0.0,can be achieve,0.32827965844607365,False,False,False,False,False,False,False,False,False,False
627,"said , forceful monetary easing , including unconventional measures , large scale provision of liquidity , and the support for and resolution of systemically important institutions have reduced extreme stress in financial conditions",0.0,say forceful monetary easing include unconventional measure large scale provision liquidity support resolution important institution have reduce extreme stress financial condition,0.32842189871375826,False,False,False,False,False,False,False,False,False,False
496,while other major central banks have indicated,0.0,other major central bank have indicate,0.32913800249061387,False,False,False,False,False,False,False,False,False,False
30,"Specifically : On the monetary front , economies",0.0,monetary front economy,0.33113829197631317,False,False,False,False,False,False,False,False,False,False
222,"Under some circumstances , reserve accumulation , restrictions on capital inflows and measures could also form part of the policy mix",0.0,circumstance reserve accumulation restriction capital inflow measure could form part policy mix,0.3316923858216948,False,False,False,False,False,False,False,False,False,False
